0	0	0	80	10
1	0	0	120	5
2	0	0	80	50
3	0	0	80	25
4	0	0	120	70
5	0	0	80	35
6	0	0	120	55
7	0	0	80	20
8	0	0	120	50
9	0	0	80	75
10	0	0	80	55
11	0	0	80	75
12	0	0	120	25
13	0	0	120	5
14	0	0	80	30
15	0	0	120	0
16	0	0	80	70
17	0	0	80	55
18	0	0	80	10
19	0	0	120	20
20	0	0	80	45
21	0	0	80	5
22	0	0	120	55
23	0	0	120	10
24	0	0	120	50
25	0	0	80	55
26	0	0	80	20
27	0	0	80	35
28	0	0	120	30
29	0	0	80	15
30	0	0	120	70
31	0	0	80	40
32	0	0	120	70
33	0	0	80	75
34	0	0	80	75
35	0	0	120	20
36	0	0	120	50
37	0	0	80	60
38	0	0	80	50
39	0	0	80	0
40	0	0	120	45
41	0	0	120	45
42	0	0	80	45
43	0	0	80	65
44	0	0	120	65
45	0	0	120	20
46	0	0	120	55
47	0	0	80	20
48	0	0	80	40
49	0	0	80	5
50	0	0	80	15
51	0	0	80	35
52	0	0	120	30
53	0	0	120	10
54	0	0	120	70
55	0	0	80	55
56	0	0	80	70
57	0	0	80	45
58	0	0	80	70
59	0	0	80	65
60	0	0	120	0
61	0	0	120	60
62	0	0	120	10
63	0	0	120	60
0	1	0	120	40
1	1	0	120	35
2	1	0	120	55
3	1	0	120	65
4	1	0	120	60
5	1	0	120	5
6	1	0	120	15
7	1	0	80	10
8	1	0	120	55
9	1	0	80	5
10	1	0	80	15
11	1	0	80	75
12	1	0	120	20
13	1	0	80	35
14	1	0	120	50
15	1	0	80	15
16	1	0	120	70
17	1	0	80	5
18	1	0	120	55
19	1	0	120	65
20	1	0	120	20
21	1	0	120	60
22	1	0	120	10
23	1	0	120	60
24	1	0	120	40
25	1	0	120	65
26	1	0	120	55
27	1	0	120	65
28	1	0	120	60
29	1	0	120	15
30	1	0	120	75
31	1	0	80	15
32	1	0	120	45
33	1	0	80	45
34	1	0	80	10
35	1	0	80	75
36	1	0	120	30
37	1	0	120	15
38	1	0	80	10
39	1	0	120	25
40	1	0	120	70
41	1	0	80	5
42	1	0	120	5
43	1	0	80	65
44	1	0	120	50
45	1	0	80	65
46	1	0	120	10
47	1	0	120	75
48	1	0	120	45
49	1	0	120	45
50	1	0	120	45
51	1	0	120	20
52	1	0	120	30
53	1	0	80	35
54	1	0	120	35
55	1	0	80	15
56	1	0	120	45
57	1	0	80	55
58	1	0	80	45
59	1	0	80	75
60	1	0	120	75
61	1	0	120	35
62	1	0	80	10
63	1	0	80	30
0	2	0	80	70
1	2	0	80	45
2	2	0	80	70
3	2	0	80	20
4	2	0	120	65
5	2	0	120	60
6	2	0	120	10
7	2	0	80	65
8	2	0	80	50
9	2	0	120	65
10	2	0	80	45
11	2	0	120	25
12	2	0	120	45
13	2	0	80	10
14	2	0	120	15
15	2	0	80	10
16	2	0	120	55
17	2	0	80	15
18	2	0	120	15
19	2	0	80	35
20	2	0	120	75
21	2	0	120	35
22	2	0	80	10
23	2	0	120	75
24	2	0	80	70
25	2	0	80	45
26	2	0	120	70
27	2	0	120	25
28	2	0	120	50
29	2	0	120	60
30	2	0	120	10
31	2	0	80	60
32	2	0	120	40
33	2	0	120	55
34	2	0	120	45
35	2	0	120	60
36	2	0	120	75
37	2	0	120	20
38	2	0	120	35
39	2	0	80	20
40	2	0	80	40
41	2	0	80	5
42	2	0	80	15
43	2	0	80	35
44	2	0	120	20
45	2	0	80	35
46	2	0	80	10
47	2	0	120	30
48	2	0	80	70
49	2	0	80	65
50	2	0	80	5
51	2	0	80	25
52	2	0	120	0
53	2	0	120	65
54	2	0	120	70
55	2	0	80	70
56	2	0	120	40
57	2	0	120	45
58	2	0	80	45
59	2	0	120	25
60	2	0	120	40
61	2	0	120	5
62	2	0	120	35
63	2	0	80	10
0	3	0	120	55
1	3	0	80	25
2	3	0	120	45
3	3	0	80	35
4	3	0	120	25
5	3	0	80	10
6	3	0	80	10
7	3	0	120	65
8	3	0	80	70
9	3	0	80	55
10	3	0	80	55
11	3	0	120	60
12	3	0	120	0
13	3	0	120	60
